Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;log2;10.0
2;500;2;1;0.3;
3;100;10;1;0.3;10.0
4;100;2;2;sqrt;10.0
5;300;10;4;0.3;
6;300;5;2;log2;
7;100;5;2;log2;
8;500;5;2;0.3;20.0
9;100;10;2;log2;20.0
10;500;2;4;sqrt;
11;100;10;1;sqrt;
12;200;10;1;0.3;20.0
13;300;2;1;log2;
14;500;2;2;sqrt;20.0
15;300;5;1;0.3;10.0
16;500;2;2;log2;20.0
17;100;2;2;log2;20.0
18;300;5;1;0.3;20.0
19;100;10;4;sqrt;
20;200;2;1;sqrt;10.0
21;500;5;2;0.3;
22;300;10;2;0.3;20.0
23;200;10;2;sqrt;20.0
24;200;2;2;0.3;
25;300;5;2;log2;10.0
26;200;10;1;sqrt;20.0
27;300;10;2;0.3;10.0
28;300;10;4;log2;
29;200;5;1;log2;10.0
30;200;5;1;sqrt;20.0
