Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 35));0.6069;220.3793;1.6222;165.037
2;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 31));0.6512;216.0233;1.7222;167.9802
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 31));0.8225;161.7043;2.4139;178.9771
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 5));0.6339;184.0424;1.681;177.1667
5;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('detr','3'), list('sder',c(2,4,31));0.6539;198.6177;1.7289;171.5529
