Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;sqrt;20.0
2;200;5;4;sqrt;
3;300;2;2;sqrt;20.0
4;300;10;2;0.3;20.0
5;500;5;4;log2;
6;200;10;1;log2;10.0
7;200;10;4;log2;
8;100;5;4;log2;20.0
9;500;5;4;0.3;
10;300;2;4;log2;
11;100;2;4;sqrt;10.0
12;300;10;4;sqrt;
13;100;2;4;log2;
14;100;10;2;0.3;
15;500;2;2;sqrt;
16;100;5;2;0.3;20.0
17;500;10;2;0.3;
18;200;10;1;log2;
19;500;10;2;log2;10.0
20;300;10;1;0.3;10.0
21;200;5;1;0.3;
22;300;2;2;0.3;20.0
23;500;10;1;sqrt;20.0
24;300;5;2;sqrt;20.0
25;500;10;2;log2;
26;200;5;4;sqrt;10.0
27;100;2;2;sqrt;20.0
28;300;10;4;sqrt;20.0
29;500;2;2;sqrt;20.0
30;100;2;4;log2;10.0
