Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;0.3;10.0
2;200;5;4;0.3;
3;100;5;4;0.3;10.0
4;100;2;2;log2;10.0
5;200;5;1;log2;
6;100;2;4;sqrt;20.0
7;500;5;1;log2;
8;300;2;4;0.3;20.0
9;100;10;2;0.3;20.0
10;200;5;4;sqrt;10.0
11;100;5;4;0.3;
12;200;2;1;log2;
13;300;2;1;0.3;
14;500;2;2;log2;20.0
15;500;5;1;0.3;20.0
16;200;10;2;0.3;
17;200;2;2;sqrt;
18;500;10;1;sqrt;20.0
19;200;5;4;0.3;20.0
20;100;5;2;0.3;10.0
21;300;10;2;log2;20.0
22;300;5;1;sqrt;20.0
23;300;2;4;sqrt;20.0
24;500;10;1;log2;20.0
25;500;10;2;log2;10.0
26;500;2;1;log2;10.0
27;300;10;2;sqrt;10.0
28;200;2;2;0.3;20.0
29;200;5;2;sqrt;20.0
30;200;2;1;0.3;
