Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;0.3;20.0
2;100;10;4;sqrt;
3;200;10;2;sqrt;
4;200;10;1;log2;
5;200;2;4;sqrt;20.0
6;200;2;2;0.3;10.0
7;300;10;2;sqrt;10.0
8;300;5;2;sqrt;
9;100;10;2;sqrt;
10;500;2;1;sqrt;20.0
11;200;10;1;0.3;20.0
12;300;2;1;sqrt;20.0
13;500;5;2;0.3;10.0
14;300;10;2;sqrt;
15;200;2;2;log2;20.0
16;100;5;1;0.3;
17;300;2;4;log2;10.0
18;200;5;4;0.3;20.0
19;300;5;1;sqrt;20.0
20;300;5;1;log2;
21;500;10;2;0.3;
22;300;5;2;log2;10.0
23;300;10;4;0.3;10.0
24;100;2;4;0.3;10.0
25;100;2;4;log2;
26;100;2;4;sqrt;20.0
27;300;10;4;log2;20.0
28;200;2;1;0.3;
29;500;10;4;sqrt;
30;100;2;1;0.3;10.0
