Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;2;log2;10.0
2;500;10;1;sqrt;
3;200;5;1;0.3;10.0
4;100;5;2;log2;10.0
5;500;5;4;log2;20.0
6;200;10;1;log2;
7;500;2;2;log2;
8;100;10;4;log2;10.0
9;200;2;2;sqrt;
10;100;10;4;sqrt;10.0
11;500;5;2;0.3;20.0
12;100;2;2;sqrt;10.0
13;500;5;1;0.3;10.0
14;100;5;1;0.3;10.0
15;200;5;1;0.3;
16;300;10;1;0.3;10.0
17;300;5;2;0.3;10.0
18;100;5;2;sqrt;10.0
19;300;5;2;sqrt;20.0
20;100;10;4;sqrt;
21;200;5;2;sqrt;20.0
22;500;5;2;sqrt;20.0
23;200;10;2;sqrt;20.0
24;100;5;4;sqrt;20.0
25;100;5;1;sqrt;
26;100;2;1;sqrt;10.0
27;500;2;1;0.3;
28;300;10;1;0.3;
29;300;5;2;sqrt;10.0
30;500;5;2;sqrt;10.0
