Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 15));-0.7003;0.1155;0.78;0.0967
2;list('adj',''), list('red',c(1,1200,1)), list('snv',''), list('sder',c(2,3,15));-0.1003;0.1145;0.9696;0.0931
3;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,31));0.2511;0.0909;1.1753;0.1007
4;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('detr','2'), list('sder',c(2,3,15));-0.2554;0.0811;0.9078;0.1043
5;list('adj',''), list('red',c(1,1200,1)), list('snv',''), list('sder',c(2,3,15));-0.3698;0.1151;0.869;0.0913
