Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;sqrt;
2;200;10;1;log2;10.0
3;200;10;1;sqrt;10.0
4;100;2;4;log2;10.0
5;100;5;4;0.3;10.0
6;200;5;4;0.3;
7;500;2;1;sqrt;20.0
8;200;5;2;log2;20.0
9;200;5;4;log2;20.0
10;500;5;2;sqrt;10.0
11;100;5;2;0.3;
12;100;10;2;sqrt;
13;500;10;4;log2;20.0
14;100;2;4;0.3;20.0
15;500;5;4;0.3;20.0
16;500;10;1;sqrt;20.0
17;500;2;1;log2;10.0
18;200;5;4;sqrt;10.0
19;100;5;4;sqrt;20.0
20;100;2;1;0.3;20.0
21;100;2;1;0.3;10.0
22;300;2;4;sqrt;
23;500;5;1;sqrt;20.0
24;300;10;2;0.3;20.0
25;500;5;2;0.3;
26;200;10;2;log2;10.0
27;200;10;4;0.3;
28;200;10;1;0.3;
29;100;10;2;sqrt;20.0
30;100;10;4;0.3;
