Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;2;log2;
2;100;2;2;log2;10.0
3;500;10;4;0.3;20.0
4;500;2;1;sqrt;10.0
5;300;2;2;0.3;10.0
6;200;10;4;log2;
7;100;5;1;0.3;20.0
8;300;5;2;sqrt;
9;300;2;2;sqrt;20.0
10;100;10;1;0.3;
11;200;2;2;0.3;20.0
12;500;10;2;0.3;20.0
13;100;10;4;0.3;10.0
14;300;10;2;sqrt;10.0
15;100;5;2;sqrt;
16;100;10;4;sqrt;20.0
17;200;5;2;0.3;
18;200;2;1;log2;
19;300;5;1;sqrt;10.0
20;500;5;4;log2;10.0
21;200;5;1;0.3;20.0
22;500;5;1;sqrt;10.0
23;100;5;1;log2;20.0
24;300;2;4;sqrt;10.0
25;500;2;4;0.3;20.0
26;300;10;4;log2;10.0
27;100;5;4;log2;10.0
28;200;2;1;0.3;
29;500;10;1;log2;
30;100;2;2;log2;
