Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;log2;10.0
2;200;2;2;0.3;10.0
3;300;2;1;0.3;10.0
4;200;5;1;log2;
5;200;5;4;0.3;10.0
6;500;10;4;sqrt;10.0
7;100;2;1;log2;10.0
8;500;5;2;sqrt;20.0
9;300;10;2;log2;10.0
10;100;5;2;sqrt;
11;300;5;4;0.3;20.0
12;500;2;2;sqrt;10.0
13;200;2;1;log2;20.0
14;100;10;2;log2;20.0
15;200;5;2;0.3;
16;100;5;4;0.3;
17;500;2;4;0.3;
18;300;10;4;log2;10.0
19;200;2;1;0.3;20.0
20;500;2;2;log2;20.0
21;500;10;1;0.3;
22;500;5;4;sqrt;20.0
23;200;5;1;log2;20.0
24;200;10;2;log2;20.0
25;100;2;4;log2;20.0
26;200;10;1;0.3;10.0
27;500;2;1;log2;10.0
28;300;5;1;log2;
29;300;10;1;0.3;
30;300;10;1;log2;20.0
