Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;sqrt;10.0
2;100;2;1;sqrt;10.0
3;300;5;4;log2;
4;200;5;1;sqrt;10.0
5;500;5;2;sqrt;10.0
6;300;5;1;sqrt;20.0
7;500;2;4;sqrt;20.0
8;500;2;2;log2;20.0
9;500;2;4;0.3;
10;300;10;1;log2;
11;200;10;4;sqrt;
12;200;10;2;log2;10.0
13;500;2;4;0.3;20.0
14;500;2;4;sqrt;10.0
15;300;2;2;0.3;
16;300;5;1;log2;
17;200;5;2;0.3;10.0
18;500;5;4;log2;10.0
19;300;10;2;sqrt;
20;200;2;1;0.3;10.0
21;200;2;2;0.3;
22;500;5;4;log2;20.0
23;200;5;4;0.3;20.0
24;500;5;2;0.3;20.0
25;200;5;1;log2;20.0
26;200;2;2;sqrt;
27;200;2;4;sqrt;10.0
28;500;5;4;sqrt;
29;100;5;2;sqrt;
30;100;2;1;log2;20.0
