Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;4;log2;10.0
2;200;2;2;0.3;10.0
3;200;10;1;sqrt;10.0
4;200;2;1;log2;20.0
5;200;10;2;0.3;10.0
6;100;5;2;sqrt;10.0
7;100;2;1;0.3;10.0
8;100;2;1;0.3;20.0
9;500;2;1;0.3;10.0
10;100;10;1;sqrt;10.0
11;100;10;2;log2;
12;300;5;1;log2;
13;500;2;2;sqrt;
14;300;5;2;0.3;20.0
15;300;10;1;0.3;10.0
16;300;5;2;log2;
17;500;2;2;0.3;
18;100;10;1;log2;20.0
19;100;10;4;log2;20.0
20;100;10;1;sqrt;20.0
21;300;5;2;0.3;10.0
22;100;5;2;log2;10.0
23;300;5;2;sqrt;
24;100;2;4;log2;20.0
25;100;10;4;log2;
26;200;5;1;0.3;10.0
27;100;5;4;log2;
28;500;5;1;0.3;10.0
29;100;2;4;sqrt;10.0
30;500;2;4;sqrt;
