Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;0.3;
2;500;2;4;log2;10.0
3;200;2;2;0.3;
4;300;2;4;sqrt;
5;100;2;4;0.3;20.0
6;500;5;4;0.3;10.0
7;200;10;1;log2;10.0
8;500;2;4;0.3;10.0
9;200;5;4;log2;10.0
10;300;10;1;0.3;20.0
11;200;2;1;0.3;10.0
12;300;5;1;0.3;10.0
13;300;5;2;log2;10.0
14;300;10;1;sqrt;
15;300;10;2;0.3;
16;300;10;4;0.3;
17;500;10;4;sqrt;20.0
18;100;10;2;log2;
19;100;2;1;0.3;
20;200;5;4;0.3;10.0
21;100;2;4;sqrt;
22;500;2;4;0.3;20.0
23;100;5;1;sqrt;20.0
24;500;2;1;log2;
25;500;2;1;sqrt;20.0
26;500;10;4;log2;10.0
27;300;5;1;sqrt;10.0
28;500;10;1;0.3;20.0
29;500;5;1;sqrt;10.0
30;500;10;2;0.3;
