Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;log2;
2;100;10;1;0.3;
3;500;10;1;log2;10.0
4;100;5;1;sqrt;10.0
5;100;2;2;sqrt;
6;500;10;4;0.3;10.0
7;500;2;1;log2;10.0
8;200;5;4;0.3;10.0
9;100;5;4;0.3;20.0
10;100;2;4;log2;20.0
11;300;5;1;log2;10.0
12;200;10;2;sqrt;
13;100;5;1;log2;
14;100;2;2;log2;
15;300;5;2;sqrt;10.0
16;100;5;4;0.3;10.0
17;200;2;2;0.3;20.0
18;500;5;1;log2;10.0
19;500;10;4;0.3;
20;300;10;1;0.3;
21;500;10;1;log2;
22;300;5;1;sqrt;
23;500;2;1;0.3;10.0
24;200;5;4;sqrt;20.0
25;500;5;1;sqrt;
26;300;2;1;sqrt;10.0
27;300;2;2;0.3;
28;500;10;1;sqrt;
29;100;2;1;sqrt;10.0
30;500;10;2;sqrt;
