Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;sqrt;10.0
2;200;2;4;log2;
3;500;10;4;0.3;20.0
4;100;10;4;0.3;
5;500;2;2;sqrt;20.0
6;200;5;2;0.3;10.0
7;500;5;4;log2;20.0
8;100;2;4;sqrt;10.0
9;500;10;1;0.3;20.0
10;500;2;2;log2;10.0
11;200;5;4;0.3;20.0
12;500;2;1;0.3;20.0
13;500;5;1;sqrt;20.0
14;200;10;2;sqrt;
15;200;2;4;0.3;10.0
16;100;2;1;0.3;
17;300;5;2;log2;10.0
18;100;5;2;log2;20.0
19;300;2;4;0.3;10.0
20;300;10;2;log2;20.0
21;200;5;1;sqrt;10.0
22;100;2;4;sqrt;20.0
23;100;2;2;sqrt;10.0
24;500;2;4;0.3;
25;200;10;4;sqrt;10.0
26;500;5;4;log2;10.0
27;200;5;2;sqrt;20.0
28;500;10;2;log2;10.0
29;200;2;4;log2;20.0
30;300;2;2;0.3;
