Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;2;0.3;20.0
2;100;2;2;0.3;20.0
3;100;10;2;log2;20.0
4;500;10;4;log2;10.0
5;300;5;1;0.3;10.0
6;200;2;4;0.3;10.0
7;500;5;2;sqrt;10.0
8;200;10;2;log2;20.0
9;300;5;1;log2;10.0
10;300;10;2;sqrt;10.0
11;300;5;4;sqrt;
12;300;10;1;0.3;
13;200;5;4;0.3;20.0
14;100;10;2;sqrt;20.0
15;200;5;2;sqrt;20.0
16;100;5;4;sqrt;10.0
17;200;2;4;log2;
18;100;10;2;sqrt;
19;500;5;2;log2;
20;300;10;4;log2;
21;200;2;4;sqrt;10.0
22;300;2;1;log2;20.0
23;500;5;1;0.3;10.0
24;100;10;1;0.3;20.0
25;200;2;2;sqrt;
26;300;10;1;sqrt;
27;100;2;4;0.3;
28;300;10;1;log2;20.0
29;300;10;1;sqrt;20.0
30;500;2;1;log2;
