Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;sqrt;20.0
2;300;2;4;0.3;10.0
3;500;5;4;0.3;
4;500;10;4;sqrt;
5;200;5;1;log2;10.0
6;300;2;4;sqrt;20.0
7;100;10;4;0.3;20.0
8;200;10;4;0.3;
9;500;10;2;log2;20.0
10;300;5;1;0.3;
11;100;10;4;sqrt;20.0
12;300;5;1;sqrt;10.0
13;200;10;2;0.3;10.0
14;500;10;4;sqrt;10.0
15;300;2;1;0.3;20.0
16;300;2;4;log2;10.0
17;300;5;2;sqrt;20.0
18;200;10;4;sqrt;
19;300;2;1;log2;10.0
20;100;5;4;sqrt;10.0
21;100;10;4;0.3;
22;100;2;2;sqrt;20.0
23;100;2;2;0.3;20.0
24;500;2;2;log2;20.0
25;300;2;4;sqrt;
26;100;2;2;log2;10.0
27;300;10;4;0.3;
28;200;2;1;0.3;20.0
29;500;10;2;sqrt;
30;100;5;1;sqrt;20.0
