"Methode";"Compose";"meso_frais";"meso_silica";"HR"
"pls";"C20.0";0,0504;-0,0848;NA
"random_forest";"C20.0";-0,0291;-0,3289;NA
"xgboost";"C20.0";-0,2458;-0,4186;NA
