Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;1;0.3;
2;300;10;2;0.3;
3;200;5;1;sqrt;10.0
4;100;5;2;sqrt;
5;500;10;1;0.3;10.0
6;500;10;2;sqrt;
7;500;10;1;sqrt;
8;200;2;4;log2;10.0
9;200;2;2;log2;20.0
10;200;2;4;0.3;10.0
11;100;5;2;sqrt;20.0
12;100;2;1;0.3;20.0
13;300;10;1;sqrt;20.0
14;500;2;4;0.3;10.0
15;500;10;2;sqrt;20.0
16;200;2;4;sqrt;10.0
17;500;5;4;sqrt;10.0
18;100;5;4;log2;20.0
19;100;10;4;sqrt;10.0
20;200;10;4;0.3;20.0
21;300;10;2;sqrt;10.0
22;300;2;4;log2;20.0
23;500;5;4;0.3;20.0
24;500;2;1;log2;20.0
25;100;5;2;0.3;10.0
26;300;10;1;0.3;20.0
27;300;2;2;sqrt;
28;100;5;4;sqrt;
29;500;10;2;sqrt;10.0
30;500;10;1;0.3;
